inst_id,OC,bedCount,instkind,employee1,ownerChange,revenue3,salescost3,sga3,salary3,noi3,noe3,interest3,ctax3,profit3,liquidAsset3,quickAsset3,receivableS3,inventoryAsset3,nonCAsset3,tanAsset3,OnonCAsset3,debt3,liquidLiabilities3,shortLoan3,NCLiabilities3,longLoan3,netAsset3,surplus3,employee3,age
1,open,5.170483995038151,nursing_hospital,4.127134385045092,same,22.226239033206507,21.81222955281448,21.482044564667035,20.963149844835158,21.207251528114746,22.776995752977754,19.481622750261298,20.547625095325856,22.95507683075894,22.483286061922723,23.03204373159976,23.49539523352481,19.76122933415636,22.798507534364006,22.665515107728005,22.012933613681547,0,24.142691732376417,22.53155460828961,24.502362204723163,23.46185734026213,23.141424386629748,22.964236383685463,4.442651256490317,8.146129510025405
3,open,6.018593214496234,general_hospital,6.68586094706836,same,22.770620929900165,21.873418985506213,22.445023706823108,21.910158647556287,21.278982131001325,22.762425966918368,19.516153301242642,20.556880636665188,22.934338530330937,23.41888225907691,23.06655495788693,23.47960900472533,19.823811568115904,23.066606334450192,22.963431666607054,22.06682114020462,0,24.16919653015526,22.589490363116692,24.545843812261577,23.494563563611415,23.140847046840175,22.931289970940117,4.31748811353631,8.90557995798965
4,open,6.150602768446279,nursing_hospital,5.455321115357702,same,22.442432044805393,21.97221501216869,21.708774073422276,21.19167825338426,21.20763258287854,22.778889207803335,19.490056222034053,20.53220895081392,22.95770570980985,22.38721600445066,23.039231109557615,23.499248496821135,19.805586761769543,22.817655229390006,22.686241120341013,22.013607748550935,0,24.146415087374862,22.53155460828961,24.50360900605837,23.464375958843483,23.148113590412002,22.939996995800797,5.768320995793772,5.087596335232384
7,open,5.869296913133774,general_hospital,6.4967749901858625,same,23.048038728785404,21.81222955281448,22.800850454609513,21.939885296743267,21.22554660801992,22.766765527514863,19.166492573163623,20.476039168948958,22.960119822541166,23.568805287987587,23.167804278386942,23.49874408716386,20.29601139614918,23.17390837227182,23.071304275020896,22.02163864644793,0,24.450084110342495,23.542605158666404,24.346715270521916,22.75891574615,23.20004204819635,23.033830308852206,4.465908118654584,8.722905701000768
9,open,5.2832037287379885,general_hospital,5.327876168789581,same,22.434554140573162,21.81222955281448,21.739295503197813,21.55695434477784,20.85225236203906,22.765609861496227,19.331973486660903,20.53220895081392,22.95837374390034,23.147371540951944,23.147206852561123,23.543476932407888,19.760262162732964,22.359531600335824,22.265854922500658,21.84397490364707,0,24.1046014538778,22.58526988224117,24.495106604871776,23.424369272984936,23.12847517816068,22.939996995800797,4.564348191467836,8.365905077202456
11,open,5.497168225293202,general_hospital,5.983936280687191,same,22.063893759507014,21.579828415131477,21.345800507791807,21.173362931847816,21.16974737443115,22.81548321706469,19.173547430953025,20.53220895081392,22.940126362873873,23.081106233887237,23.087589437884745,23.527363218019772,19.7830612623494,22.23234332197646,22.014768449603224,21.998472490531867,0,24.026911854261993,22.54674843140685,24.503152604708596,23.464375958843483,23.12116110983569,22.663904628922428,4.543294782270004,8.61558951327243
14,open,5.365976015021851,general_hospital,5.3981627015177525,same,22.462448078774763,21.700204854921704,21.97400610172661,21.563542705609766,21.25749466989156,22.772381398091177,19.585279673476375,20.434444750731334,22.99345858721512,23.491629530810606,23.040250484441195,23.502272436607296,19.984616738504606,22.757751693965957,22.615945759678826,22.007985648253506,0,24.351078103014988,22.936071505622028,24.443023141131018,23.288021874492088,22.599540009705972,22.938248246308962,4.127134385045092,9.454070556898781
15,open,5.5254529391317835,general_hospital,6.192362489474872,same,22.968019148050885,22.145561916097943,22.023443403818185,21.720742570745628,20.94920583056854,23.031584796165493,19.49624499206322,20.853064440122925,22.87744086386479,23.53461081100843,23.35811010750737,23.5612325195562,19.794640255136816,22.346984255635828,22.162261304046915,22.019998898239532,0,24.528082186470243,23.67295417205135,24.421815915051674,20.038378616793914,20.942602634960714,0,4.465908118654584,9.288319413292772
16,open,5.638354669333745,nursing_hospital,5.493061443340548,same,22.227153142323125,21.80509563275764,21.555420813410624,21.16752235645566,21.321426609782193,22.74646415828071,19.313365555572094,20.646362690854332,22.976974978266384,22.87409408385555,23.11312079606056,23.49874408716386,19.737897302300173,22.58620987535863,22.418125539078755,22.00615023994476,0,24.091227136389996,22.552979191599213,24.50313475778572,23.464375958843483,23.12116110983569,22.939996995800797,4.465908118654584,8.271804031154709
17,open,4.02535169073515,general_hospital,5.91350300563827,same,0,21.514932169864615,21.312802908991703,20.777644229271637,21.46004512077,22.524496720385166,19.057279662727026,20.414763422942933,22.830954135925765,22.938286650273763,23.05769282568702,23.537545263628697,19.892892265083113,21.68310385269993,21.46223088018955,22.013607748550935,0,24.03934572345567,21.509257311785163,24.472298512773445,23.388765264216833,23.072868211863426,22.885784231967026,4.31748811353631,8.755422380148488
18,open,5.5254529391317835,general_hospital,3.970291913552122,same,22.771540794076376,22.06658387553239,22.170937405795375,21.09853701784386,21.254820240173704,22.81326721577192,19.805026091979574,20.519289990819757,22.96531639409116,23.508203460549037,23.08166592401826,23.4999848636606,19.528834705727014,23.566069312396532,23.562563943583168,22.060046072650156,0,24.039078469796255,21.852132250464557,24.603897417541173,23.61075001128312,23.566185431517322,22.939996995800797,4.465908118654584,8.130647968160584
19,open,6.48768401848461,nursing_hospital,5.6937321388027,same,23.688295534538007,21.81222955281448,23.530675063476803,22.909819515998652,21.362908330844927,22.817810094799153,20.15785086821988,20.798501614745337,22.974024801622118,22.912552315781312,23.34809193489329,23.539932699724442,19.757483029620726,23.884642892982825,23.811242055389272,22.103836061410657,0,24.497428331895474,23.61917777527344,24.503723073856023,23.464375958843483,23.58727331334198,22.939996995800797,4.897839799950911,7.288927694521257
22,open,4.820281565605037,nursing_hospital,3.9889840465642745,change,22.266688781818804,21.808659126698327,21.540906845783965,21.085400636509952,21.207632121429107,22.79986471897002,19.91627332404036,20.53220895081392,22.944257806251247,22.54637418892241,23.044114141080627,23.519370380299737,19.880316361946353,22.722918692186585,22.619550325752627,22.004038923098502,0,24.416837540220673,23.48725178142788,24.321242165951514,22.766455533639277,22.855259859018744,22.939996995800797,4.465908118654584,8.069029328774958
25,open,4.969813299576001,hospital,5.342334251964811,same,22.85185521168168,21.81222955281448,22.72146513450478,22.021137806518222,21.290822972175828,22.792940247489735,19.252842492020264,20.40718957665306,22.81644058510236,23.48990407008991,23.193079192203054,23.733634302123907,19.877970169831862,22.06014082547426,22.505416288245748,20.173786046042967,0,24.311818245792477,22.51684640846065,24.36702580781481,22.093728516991884,22.89603902150753,22.939996995800797,4.465908118654584,8.064321960910803
26,open,5.472270673671475,general_hospital,6.85751406254539,same,22.770620929900165,21.873418985506213,22.445023706823108,21.910158647556287,21.278982131001325,22.762425966918368,19.516153301242642,20.556880636665188,22.934338530330937,23.41888225907691,23.06655495788693,23.47960900472533,19.823811568115904,23.066606334450192,22.963431666607054,22.06682114020462,0,24.16919653015526,22.589490363116692,24.545843812261577,23.494563563611415,23.140847046840175,22.931289970940117,4.919980925828125,5.921578419643816
27,open,6.267200548541362,general_hospital,6.85751406254539,same,23.840124532141132,22.693953517773817,23.46802398280354,23.14701780851498,21.23000682493427,22.786622945762357,19.862992518218416,19.67078863656544,22.986110560565265,24.058584813275836,22.97794751216021,23.497678271461577,19.952660363401126,22.745729720787182,22.275818976191662,22.322902121990435,0,24.22390536365053,22.682633731098573,24.514518935756968,23.306210383388798,22.70374068289562,22.939996995800797,4.919980925828125,9.48303570211964
33,open,5.204006687076795,general_hospital,5.209486152841421,change,22.442360183970923,21.81222955281448,21.903039262074884,21.23441994475561,21.340834359578125,22.984030080897742,19.4706292219681,20.53220895081392,22.768946852393942,22.933578825886922,22.998073499152234,23.496967957690476,19.7684958719547,22.63222868304634,22.551697170726342,22.017601656741373,0,24.10636213901068,22.422002449301417,24.54100358831635,23.464375958843483,22.924574009601724,22.939996995800797,4.59511985013459,9.46148811969999
34,open,5.497168225293202,general_hospital,6.013715156042802,change,22.70704363224963,21.79126291764622,22.243849404258825,21.700899561441016,21.212831399082575,22.828852172144966,19.63072126439959,20.4776361723059,22.960252009017708,24.038211417940516,22.96339275697727,23.567743189372298,19.483845455428508,23.753023724918318,23.70720180046208,21.99646172705795,0,24.194769030127976,22.6751042306129,24.711078763220648,23.907951258439088,23.15663483170376,22.982368872462718,5.123963979403259,7.3901814282264295
35,open,5.676753802268282,nursing_hospital,3.7376696182833684,same,22.649726293348216,21.84660582767055,22.21795528046559,21.520719753483352,21.197488008118683,22.800266330064982,19.62294500154322,20.556601991493654,22.92644612201645,22.446269910416493,23.042963587706573,23.514754786243195,19.835850217340386,22.747004758090114,22.604553632474126,22.01498268629519,0,24.128965502898875,22.526069098551577,24.50360900605837,23.464375958843483,23.12116110983569,22.93782984252842,4.465908118654584,7.592366128519796
36,open,5.278114659230517,general_hospital,5.267858159063328,same,22.432045973919994,21.81222955281448,22.091668039526965,21.498363912201707,21.779701674996492,22.854502971965555,19.364152065954357,20.615717715779095,22.933364269780252,23.074293187692707,23.234337514707722,23.50804391786896,19.79061954919299,22.92457016698475,22.78240138982742,22.013607748550935,0,24.116927496610025,22.398030537816265,24.51694753399295,23.49646918801319,23.410896334127816,23.375683025040097,4.465908118654584,9.034438166984412
37,open,5.123963979403259,hospital,5.872117789475416,same,22.194807973992056,21.80213459109233,21.505544401442382,20.93931850969826,21.212273656562576,22.774384813184007,19.479101127746485,20.473883905333263,22.94733083283191,22.706763187128978,22.93966263790527,23.498748576413185,19.747789033982883,22.7859452842539,22.677524506919298,21.960875849672423,0,24.15779910124924,22.581684104965138,24.509289758756825,23.10027979411711,22.97069046895691,22.939996995800797,4.430816798843313,8.360071435644025
38,open,5.849324779946859,general_hospital,6.406879986069314,change,22.504604057096714,21.81222955281448,22.407394198561548,21.87594599972669,21.501594729846676,22.73893141933114,20.106088024495914,20.592040884157722,22.841424125867732,23.853509861141927,23.072977200320345,23.497279708615647,20.287398158409424,22.920490414393743,22.691028796509837,22.327087580184486,0,0,21.6409556752146,25.05417244920713,24.571662685300954,23.13505046246404,22.900963864486883,4.0943445622221,8.266421472984554
39,open,3.8918202981106265,hospital,4.762173934797756,change,21.848884249890457,21.81222955281448,21.16828754858524,0,21.19099101499246,22.779180386814076,19.48490810551702,20.53220895081392,22.857262556457933,22.7320028816706,22.99298150681611,23.49874408716386,19.845697578740243,22.79531577125509,22.660723960481175,22.013607748550935,0,24.17952637975551,22.67635718478937,24.49082920684802,23.464375958843483,23.046007820262393,22.939996995800797,4.23410650459726,9.459697330106296
42,open,5.53338948872752,hospital,5.099866427824199,same,22.607876634418847,21.864111260967046,22.105013993721688,21.917094104012335,21.21099853276901,22.777779642759064,19.5809663498538,20.779061696208114,22.940574669782787,22.598234905180657,23.027833897659768,23.538902518048552,19.740965208659464,22.64754888527133,22.486133442788084,22.013607748550935,0,24.375144089982822,23.23321270727612,24.313608059237655,22.610969691494617,22.984597204425285,22.939996995800797,4.465908118654584,8.137103389639302
44,open,4.204692619390966,hospital,5.583496308781699,same,22.278104493160292,21.898419347466024,21.57396201208697,21.21932173573725,21.226408947232418,22.748929328868247,19.340349097235734,20.53828997339496,22.957349719175706,22.843486811200755,23.068120880881672,23.49874408716386,19.76346638474273,22.763366713739043,22.612208736712198,22.035116478017102,0,24.130177182015633,22.37924138250567,24.509279200812344,23.464375958843483,23.156588643650448,22.939996995800797,4.6913478822291435,8.920656296853728
45,open,5.2832037287379885,nursing_hospital,5.049856007249537,same,22.338330364849234,21.81222955281448,21.717577367104557,21.212867623443593,21.185154711069845,22.775033229341354,19.446673722116365,20.5290139284792,22.950911997835124,22.53749584234976,23.022849531647516,23.49874408716386,19.953327679268632,22.650697281678354,22.521198141795907,22.013607748550935,0,24.335469289470588,23.191008403527203,24.34987925084099,22.87761790906354,23.006865630261043,22.80135904015134,4.499809670330265,8.46695197497949
47,open,4.927253685157205,hospital,5.493061443340548,same,22.66433068432055,21.92242336401097,21.85281049185197,21.213254916236014,21.187536480237675,22.74397303846058,19.21194046494269,20.710136811231454,23.08002699644477,22.86829328805334,23.030637528676785,23.49874408716386,19.84082729402962,23.737939083198466,23.697321859734473,21.967172232959644,0,24.086229910477126,22.215337569952496,24.514366911105714,23.462840501545287,23.934398791934896,23.85568433125473,4.663439094112067,8.867709208039386
49,open,4.1588830833596715,hospital,4.997212273764115,same,22.341043490464664,21.78698653677236,21.72173065616678,21.13689278245688,21.219457255570358,22.789206543484518,19.75003611156967,20.529345138245105,22.953120162789034,22.479647983498037,23.014683377101093,23.49874408716386,19.88165701856156,23.383470875314647,23.33380027811967,22.009471556074832,0,24.223493667953836,22.76028310035345,24.584607637295804,23.615599396140297,23.131102638398996,22.951901320062152,4.553876891600541,8.55564437779049
50,open,5.0106352940962555,hospital,6.035481432524756,same,22.683480472402763,22.28042459845922,22.54427833173581,21.958582643464748,21.28586450879974,22.394066722360392,18.573303388356475,20.915747804835366,22.845028959764246,23.01416524025076,22.892524847095583,23.49844292877805,19.935282485022388,22.590901578606157,22.427793211555766,21.98230304119469,0,24.08325595158178,22.00195066665632,24.444244912587923,23.293563335571733,23.267118124630166,22.939996995800797,4.465908118654584,8.660427359502146
51,open,6.008813185442595,nursing_hospital,5.517452896464707,same,22.09089579980161,21.818376337505068,21.468857730906542,21.13994140042912,21.174388971101347,22.679137807595097,19.047303796027244,20.728262593340368,22.949583778882914,22.618070354605877,23.07815409723467,23.54018938430598,19.5361235646072,22.6127817166668,22.600666102041192,22.013607748550935,0,24.0878559321801,22.448394746872488,24.492136011874898,23.424908022770243,23.22979435184098,22.939996995800797,4.418840607796598,8.128880142125638
52,open,0,traditional_clinic,4.532599493153256,same,22.506125035510077,22.010947464830856,21.676152545364477,20.73203040962059,21.19005191040678,22.77901503130061,19.544999583034635,20.611550157725357,22.980750881332177,22.674979869126417,23.008356149509858,23.49874408716386,19.686619551452136,22.82012953944229,22.668240958142245,21.997657903779768,0,24.157527928711104,22.509454261516073,24.50360900605837,23.464375958843483,23.086476571709312,22.939996995800797,4.442651256490317,8.694502206386648
53,open,4.3694478524670215,nursing_hospital,4.543294782270004,same,22.07505677944297,21.81030098809198,21.4217528581468,21.12738188882061,21.24383984067981,22.77600067182479,19.417418386106867,20.53220895081392,22.909066053519854,22.500543275964937,23.03410369698478,23.498805949981932,19.732865955225535,22.769619281782315,22.630370694366118,22.01327748200186,0,24.15135438775579,22.839964058679545,24.502852512761045,23.464375958843483,23.09548040160784,22.939996995800797,4.51085950651685,8.062432791583195
55,open,5.4510384535657,general_hospital,5.777652323222656,same,22.770620929900165,21.873418985506213,22.445023706823108,21.910158647556287,21.278982131001325,22.762425966918368,19.516153301242642,20.556880636665188,22.934338530330937,23.41888225907691,23.06655495788693,23.47960900472533,19.823811568115904,23.066606334450192,22.963431666607054,22.06682114020462,0,24.16919653015526,22.589490363116692,24.545843812261577,23.494563563611415,23.140847046840175,22.931289970940117,4.465908118654584,9.075207697984686
56,open,6.371611847231857,nursing_hospital,5.777652323222656,same,22.2429502234802,21.833071207035523,21.90243450533598,21.45396416655896,21.401393175297365,22.683353487306263,19.137540701122596,20.496441474751688,22.953321998384144,23.802014074923644,23.11682794275857,23.477455027911503,19.81741472214599,22.898443543140747,22.788178382062934,21.981568308311246,0,24.140147227892374,22.53155460828961,24.52397595663693,23.464375958843483,23.216142060565804,22.939996995800797,4.465908118654584,8.454466361507933
57,open,4.624972813284271,nursing_hospital,4.564348191467836,same,22.21627728107043,21.81222955281448,21.503708281696202,21.0258950635281,21.22262146489112,22.785226103116962,19.77918157347327,20.54634190353858,22.941073379846152,22.47253649411869,23.092904580299628,23.513600852352276,20.128626429345513,23.895136604790924,23.842191564257288,22.07497622221289,0,24.32714426624886,23.105773384630048,24.5500896062908,23.590572037695985,23.6979397011539,22.939996995800797,4.465908118654584,8.064636475774222
58,close,4.890349128221754,nursing_hospital,3.9318256327243257,change,22.364974505898992,21.824720831295366,21.637612093152498,21.001818884613343,21.2307143522956,22.81427754115037,19.951778093908175,20.53220895081392,22.9580039049349,22.319445803328268,23.013881458572367,23.49874408716386,19.757483029620726,22.802707378751247,22.66917598614458,22.013607748550935,0,24.143396944728583,22.53155460828961,24.50360900605837,23.464375958843483,23.12116110983569,22.939996995800797,4.465908118654584,7.367077059881012
59,open,5.556828061699537,nursing_hospital,4.919980925828125,same,22.275357443160484,21.81222955281448,21.415780188312194,20.6196166605563,21.18605991597847,22.77258904821676,19.500145156527935,20.53220895081392,22.99467505921914,22.67117752373086,23.02840566851509,23.49530496675043,19.271211173952075,22.807564687901216,22.676387031945207,22.01266344682287,0,24.11368336864353,22.408308326676146,24.495748239495004,23.418635434421848,23.230846403535327,22.939996995800797,4.465908118654584,7.071573364211532
