inst_id,OC,bedCount,employee1,revenue3,salescost3,sga3,salary3,noi3,noe3,interest3,ctax3,profit3,liquidAsset3,quickAsset3,receivableS3,inventoryAsset3,nonCAsset3,tanAsset3,OnonCAsset3,debt3,liquidLiabilities3,shortLoan3,NCLiabilities3,longLoan3,netAsset3,surplus3,employee3,age,ownerChange_change,ownerChange_same,instkind_clinic,instkind_general_hospital,instkind_hospital,instkind_nursing_hospital,instkind_traditiona_hospital,instkind_traditional_clinic
1,open,0.7969691465099853,0.5821000929383199,0.9088025323172594,0.9311854441583757,0.8799960422619854,0.8805576989408227,0.9187024984280034,0.975259672601528,0.9543788804090727,0.9657707945452617,0.9840441040305998,0.9161609038682985,0.971745014350728,0.9841967775542158,0.9736508789064691,0.9301197311882479,0.9249490793305246,0.9685237387673121,NaN,0.983076503284386,0.9517846587516612,0.9779753154648128,0.954833933736901,0.9234391875341189,0.9172458267601035,0.740879972162582,0.8508956849195698,0,1,0,0,0,1,0,0
3,open,0.9276951832654227,0.9429885037820629,0.9310616129257114,0.933797680973548,0.9194437694709676,0.9203368303391641,0.9218098828996916,0.9746358271683438,0.9560704863398488,0.9662058195893611,0.983155089264313,0.9542850755431939,0.9732010775848245,0.9835355094478587,0.9767343534245913,0.9410574639978272,0.9371066519929054,0.9708946789417109,NaN,0.9841557633855181,0.9542319982094244,0.9797108191070331,0.9561649882840907,0.9234161492726313,0.9159298692384829,0.7200071058235745,0.930223310178623,0,1,0,1,0,0,0,0
4,open,0.9480428995805091,0.7694304648195752,0.917642388494313,0.9380153801200761,0.8892838486329293,0.8901570411705967,0.9187190057987521,0.9753407460737853,0.9547920250147157,0.9650462114333427,0.9841567994900544,0.9122461900472907,0.9720482570320198,0.9843581865997592,0.9758364032810563,0.9309009072772358,0.9257948799308409,0.9685533993130436,NaN,0.9832281161555991,0.9517846587516612,0.978025079684235,0.9549364346792917,0.9237061146170302,0.9162776483713709,0.9619556548682794,0.5314197083331604,0,1,0,0,0,1,0,0
7,open,0.9046829186518738,0.9163194053699864,0.9424048724740369,0.9311854441583757,0.934019948607008,0.9215854990744954,0.9194950450527059,0.9748216373819678,0.9389410706610343,0.9624061430746155,0.9842602882919971,0.9603942188996937,0.9774728879178042,0.9843370574229855,1,0.9454351076845542,0.9415087875439014,0.9689067422791997,NaN,0.9955933438843061,0.9944937580482102,0.971762899767715,0.9262261181765546,0.9257782762983995,0.9200255724638361,0.7447584092484727,0.9111422561852592,0,1,0,1,0,0,0,0
9,open,0.8143435644654032,0.7514553498074161,0.9173202710499309,0.9311854441583757,0.8905341363942174,0.9055004736650638,0.9033238615319765,0.9747721543651909,0.9470477613087878,0.9650462114333427,0.9841854369462861,0.9432214123294533,0.9766038618735702,0.9862108680868378,0.9736032256309304,0.9122106563445996,0.9086394866028014,0.9610899035315492,NaN,0.9815254890805585,0.9540537153958454,0.9776857189967555,0.9533082711166168,0.922922460199271,0.9162776483713709,0.7611747953645374,0.8738521185892721,0,1,0,1,0,0,0,0
11,open,0.8473236689133987,0.8439875080750348,0.9021644413821528,0.9212640119594222,0.8744149053980801,0.8893877055742351,0.9170778107760054,0.9769076191539078,0.9392866787946486,0.9650462114333427,0.9834032035499233,0.9405211983372322,0.9740885433827161,0.9855358819622126,0.97472655470142755,0.9070217058354668,0.8983929865415853,0.9678874791344299,NaN,0.97836201332655,0.9524264807653742,0.9780068631037154,0.9549364346792917,0.922630598419341,0.9052498672996077,0.7576638177253112,0.8999326527843216,0,1,0,1,0,0,0,0
14,open,0.8271019364896925,0.7613687166659401,0.9184608185638868,0.9264030000798642,0.9001488821955551,0.9057772179471442,0.9208790416645487,0.97506209631514,0.9594568957054795,0.9604511398007909,0.985689462981977,0.9572494200808177,0.9720912654802677,0.9844848561774989,0.9846573471227132,0.9284569990441264,0.9229262211416335,0.9683060384798466,NaN,0.9915618762846453,0.9688723823366625,0.9756068850681415,0.9477593019548997,0.9018157446377933,0.916207799187334,0.6882627133598207,0.9875153386513296,0,1,0,1,0,0,0,0
15,open,0.8516834240676253,0.873384398068663,0.9391329739986428,0.9454157292378954,0.9021740446538926,0.9123804027043216,0.9075239057315377,0.9861606021885545,0.9550952046567437,0.9801269255989254,0.9807159855474357,0.9590008441567737,0.985502081627433,0.9869546304913969,0.975297060529465,0.9116987573590237,0.9044119708566166,0.9688345967354342,NaN,0.9987693806242256,1,0.9747604302062881,0.8155076387558055,0.8356970443552947,0,0.7447584092484727,0.9702019712795902,0,1,0,1,0,0,0,0
16,open,0.8690858946380606,0.7747534435202307,0.908839909071768,0.930880890123648,0.8830018459365849,0.889142372040588,0.9236485864511048,0.9739523784626885,0.9461361834250086,0.9704116172993578,0.9849828394181032,0.9320857570960185,0.9751657369789974,0.9843370574229855,0.9725012918570346,0.9214585396068103,0.9148534449418722,0.9682252842946685,NaN,0.9809808945748806,0.9526896823982197,0.9780061507703541,0.9549364346792917,0.922630598419341,0.9162776483713709,0.7447584092484727,0.8640228893915405,0,1,0,0,0,1,0,0
17,open,0.6204605032036362,0.8340534443574853,0,0.9184935276846848,0.8730631832069811,0.8727655303406702,0.9296535688602604,0.9644482325622394,0.9335908749137474,0.9595260863463051,0.9787231806057951,0.9347015099494653,0.9728271753431419,0.9859623968762038,0.980138012183884,0.8846141659229769,0.8758446741076689,0.9685533993130436,NaN,0.9788683133193061,0.9086004710463774,0.9767753679506546,0.95185928456556,0.9207035107119421,0.9141122625709102,0.7200071058235745,0.9145387528823298,0,1,0,1,0,0,0,0
18,open,0.8516834240676253,0.5599786864816857,0.9310992249972581,0.9420440793290807,0.9082160271852383,0.8862446409515919,0.9207631848190537,0.9768127349681833,0.9702219815278181,0.9644389999332117,0.9844830562501549,0.957924783388832,0.973838624394446,0.9843890322128377,0.962200617872745,0.9614342527014608,0.9615564315523962,0.9705965899239811,NaN,0.9788574309042093,0.9230842966047522,0.9820279423485725,0.960893461450915,0.9403889218129539,0.9162776483713709,0.7447584092484727,0.8492785761868317,0,1,0,1,0,0,0,0
19,open,1,0.8030564788906769,0.96858415568664,0.9311854441583757,0.9639166730745178,0.9623276132392669,0.9254455831401338,0.977007250819212,0.9875063997328821,0.9775623867301716,0.9848563704912491,0.9336528735942583,0.9850794048817615,0.986062404000523,0.9734662956175404,0.9744312250994114,0.9717046496481008,0.9725232592348149,NaN,0.9975211733198536,0.9977283613871308,0.9780296325305876,0.9549364346792917,0.9412304161018805,0.9162776483713709,0.8167896161876748,0.761357539838517,0,1,0,0,0,1,0,0
22,open,0.7429895709888404,0.5626150659519099,0.9104564708857922,0.9310330191703315,0.8824072920043217,0.8856928468841253,0.9187189858086678,0.9762388702326923,0.9756718359954784,0.9650462114333427,0.9835803113211852,0.9187316524366441,0.9722542770271492,0.985201070606652,0.9795183878206879,0.9270359032902629,0.9230733186179318,0.9681323907021313,NaN,0.9942395626960334,0.9921555041557629,0.9707461787156809,0.9265329670693562,0.9120200313722853,0.9162776483713709,0.7447584092484727,0.8428422637884936,1,0,0,0,0,1,0,0
25,open,0.7660381247631797,0.7534945495946843,0.9343831789758074,0.9311854441583757,0.93076798777546,0.9249985130332841,0.9223228305749753,0.9759423799553071,0.9431712387501227,0.9591701036225012,0.9781010099974536,0.9571791100892485,0.9785392618694677,0.9941763553085914,0.9794027891412874,0.8999962924607031,0.9184156625968574,0.8876050338997776,NaN,0.9899632375087547,0.9511633505819219,0.9725735646313847,0.8991548028293829,0.9136472897487715,0.9162776483713709,0.7447584092484727,0.8423505604589542,0,1,0,0,1,0,0,0
26,open,0.8434860048793938,0.9671988359763319,0.9310616129257114,0.933797680973548,0.9194437694709676,0.9203368303391641,0.9218098828996916,0.9746358271683438,0.9560704863398488,0.9662058195893611,0.983155089264313,0.9542850755431939,0.9732010775848245,0.9835355094478587,0.9767343534245913,0.9410574639978272,0.9371066519929054,0.9708946789417109,NaN,0.9841557633855181,0.9542319982094244,0.9797108191070331,0.9561649882840907,0.9234161492726313,0.9159298692384829,0.8204819872014009,0.6185324599844294,0,1,0,1,0,0,0,0
