inst_id,OC,bedCount,instkind,employee1,ownerChange,revenue3,salescost3,sga3,salary3,noi3,noe3,interest3,ctax3,profit3,liquidAsset3,quickAsset3,receivableS3,inventoryAsset3,nonCAsset3,tanAsset3,OnonCAsset3,debt3,liquidLiabilities3,shortLoan3,NCLiabilities3,longLoan3,netAsset3,surplus3,employee3,age
1,open,0.26676829268292684,nursing_hospital,0.05087572977481234,same,0.10748737318029163,0.1995036736411977,0.05342483838214092,0.058220142538614336,0.1530998864842876,0.5611284533375689,0.3940574773780131,0.48274991981883403,0.6892110608284405,0.1277761662968569,0.511866101368882,0.6857343580448939,0.5857969430175347,0.1803490707926893,0.15896147024416302,0.488994976411055,NaN,0.6599360259882551,0.3193717277486911,0.5759063349209381,0.3296231175916654,0.14680983931236125,0.12595384047860245,0.20947630922693267,0.23986369010362335
3,open,0.625,general_hospital,0.6672226855713094,same,0.18525908015712667,0.2120924115250327,0.13994575993601016,0.15009076180244318,0.16448529336040987,0.5530122014216537,0.40790215579946826,0.48723877300193225,0.6750651825075932,0.3256672744380221,0.529839587883669,0.6749941949493924,0.6236288813558216,0.23580213803284547,0.21412895056088754,0.516068620844063,NaN,0.6776613624691636,0.33842126647310805,0.601500064127805,0.34058208117251393,0.14672510461332827,0.12187172798728248,0.18453865336658354,0.512692120453439
4,open,0.7134146341463414,nursing_hospital,0.19432860717264386,same,0.13342858535177937,0.23411632560508341,0.06702095186543347,0.07316811914572388,0.15315823704207704,0.5621919312213833,0.3973948028417229,0.47536484820773767,0.6910252970069941,0.1160719171999451,0.515558329327987,0.6883817703907037,0.6123663065861634,0.18383561289819517,0.16229048713597946,0.48932473611446975,NaN,0.6623977822415588,0.3193717277486911,0.576624823521486,0.3304543588509584,0.1477951721167168,0.12293750127684552,0.7955112219451371,0.011196884345225677
7,open,0.538109756097561,general_hospital,0.5521267723102585,same,0.24448967465773117,0.1995036736411977,0.19975301259315756,0.15461943487985375,0.15592664013994328,0.555417246024759,0.28754132871218485,0.44939976136843884,0.6926955252227733,0.3783422686443023,0.5862953171835625,0.6880346315352608,1,0.26251155314359814,0.23851948728560662,0.49327027501407467,NaN,0.8974301391775787,0.8777890173298429,0.4928959516179924,0.16320520570474023,0.1556727115999312,0.135031680272953,0.2144638403990025,0.4270811600250365
9,open,0.29878048780487804,general_hospital,0.17097581317764804,same,0.13238157726396182,0.1995036736411977,0.06909806411658384,0.10542880456724953,0.10734966405429008,0.5547757399420694,0.3392873933319994,0.47536484820773767,0.6914870796889475,0.24823242664187517,0.5743426624119373,0.7195111466664239,0.5852306508477981,0.1162703776820602,0.10659127518082828,0.41297766275067516,NaN,0.6352715984234031,0.3369959758115183,0.5717429113353798,0.3174949353716933,0.1449210238236771,0.12293750127684552,0.23690773067331672,0.29883858404617847
11,open,0.3704268292682927,general_hospital,0.3302752293577982,same,0.09138013451210568,0.15813221906899172,0.04662009722676634,0.07184021909495605,0.14746434349038695,0.5831458435248625,0.28957706437386305,0.47536484820773767,0.6789836755920414,0.23231639273896626,0.5411025278707572,0.7080100610093828,0.5987266464690235,0.10238395824898598,0.08292322577698193,0.4819744445698495,NaN,0.58778605043617,0.3242612565445026,0.5763617112206836,0.3304543588509584,0.1438649284385431,0.09327794945018417,0.23192019950124687,0.38361499408860145
14,open,0.3246951219512195,general_hospital,0.1834862385321101,same,0.1361262042001335,0.1783607085739676,0.08737745638630148,0.10612570075507631,0.16098862382601545,0.5585451721882367,0.43709637296578124,0.4310906576148516,0.7161784084813677,0.35024170482338696,0.5160841444958322,0.690466545943619,0.7324247613810249,0.17314656194002734,0.15127396025742956,0.48658142218817135,NaN,0.8128359215323581,0.47860355937172777,0.5427267502475963,0.2770268597568611,0.08539211465108641,0.12272270225351817,0.15211970074812967,0.8873356978927602
15,open,0.38109756097560976,general_hospital,0.4070058381984987,same,0.22568799601746378,0.2784295357198741,0.09180572095098305,0.1241914234688052,0.11827883713628475,0.723817214688072,0.3998618139037482,0.6551984064166574,0.6377278254313465,0.3656237435549676,0.7091942355098688,0.7324005806440719,0.605699589932085,0.11482060757765196,0.09610179973874437,0.4924620987480192,NaN,0.9702301914393429,1,0.531338207878375,0.010745329644662023,0.016286171717149786,0,0.2144638403990025,0.7517908060365811
16,open,0.4268292682926829,nursing_hospital,0.2018348623853211,same,0.1075856732897273,0.1980854949830909,0.05749235743766918,0.07142185381513809,0.1716170674803492,0.5442552011925058,0.33303233421285305,0.532848077581734,0.704469967445486,0.18887549744967846,0.555095479753347,0.6880346315352608,0.5722873263120704,0.14585261070086641,0.12412290929228023,0.48568916568074283,NaN,0.62683183819417565,0.32628795806282723,0.5763514250294622,0.3304543588509584,0.1438649284385431,0.12293750127684552,0.2144638403990025,0.27199387996383617
17,open,0.08384146341463415,general_hospital,0.30775646371976645,same,0,0.14819593262880276,0.0451068500283076,0.04836255082126295,0.19713408939195015,0.4359165468688404,0.25779216311754505,0.4226891684897643,0.608760460895095,0.20139751080829682,0.5251648241928347,0.7152558777607538,0.6682324868243145,0.059115347233964555,0.04772128951889951,0.48932473611446975,NaN,0.5951401303900296,0.1148995672251309,0.5588501350776651,0.30638971125564124,0.13708236704163754,0.11645015678433565,0.18453865336658354,0.44119897072119063
18,open,0.38109756097560976,general_hospital,0.043369474562135114,same,0.18542957175083608,0.2572856569302582,0.1063960675839076,0.06666089903741437,0.16055864629459696,0.5818550223405164,0.5445175226349785,0.4692631275504972,0.696304536202647,0.3560949579462231,0.5379067739341844,0.6888888585778922,0.4643221438147372,0.3885632775772588,0.3898299752962549,0.5125840385434,NaN,0.5949810982642169,0.16189263314136126,0.6374528077978597,0.3825435889946878,0.22450527063916068,0.12293750127684552,0.2144638403990025,0.23617775923221365
19,open,1,nursing_hospital,0.2468723936613845,same,0.46378908160952165,0.1995036736411977,0.4144309089021472,0.4078506520227925,0.17888575538978005,0.584504332510214,0.7748929571349261,0.620406727404469,0.7023947192802252,0.19628079985218178,0.7021248754015748,0.7169655455102935,0.5836064749094055,0.5343385430297696,0.49989036036416384,0.5355287968044344,NaN,0.9409401166138022,0.9476439790575916,0.5766906015966866,0.3304543588509584,0.22928988261369898,0.12293750127684552,0.3316708229426434,0.10174560122400723
22,open,0.1875,nursing_hospital,0.04420350291909925,change,0.11192434259645209,0.1987926306329453,0.05666394156571109,0.0657909425970332,0.15315816636731228,0.5741087379921539,0.6085915513910701,0.47536484820773767,0.681794660917221,0.13609703981697788,0.5180819734046065,0.7023736071250987,0.6598814805621556,0.1672191809889635,0.15182022116781832,0.4846648037197655,NaN,0.8680841941748939,0.8305207289528795,0.4804989271897856,0.16444038893106708,0.11027459921631617,0.12293750127684552,0.2144638403990025,0.22205994853605954
25,open,0.21798780487804878,hospital,0.17347789824854046,same,0.20093662512557664,0.1995036736411977,0.184508650071075,0.16770715758165491,0.16644451411556674,0.5701470704653397,0.3134740310881726,0.41949987853643744,0.5999889915588369,0.3496378975915621,0.6013027375120551,0.8702054978424814,0.6583350866103732,0.08618770603243768,0.13544464431915224,0.07772715232782962,NaN,0.7815424081236914,0.31470872083769635,0.5030092892267454,0.08391640379894494,0.11486445420092437,0.12293750127684552,0.2144638403990025,0.2210167605535851
