inst_id,OC,bedCount,employee1,revenue3,salescost3,sga3,salary3,noi3,noe3,interest3,ctax3,profit3,liquidAsset3,quickAsset3,receivableS3,inventoryAsset3,nonCAsset3,tanAsset3,OnonCAsset3,debt3,liquidLiabilities3,shortLoan3,NCLiabilities3,longLoan3,netAsset3,surplus3,employee3,age,ownerChange_change,ownerChange_same,instkind_clinic,instkind_general_hospital,instkind_hospital,instkind_nursing_hospital,instkind_traditiona_hospital,instkind_traditional_clinic
1,open,5.400156374545089e-4,-0.2461148309643515,-0.172492465568748,-0.03440435395175913,-0.19381559953990007,-0.21682400855494155,-0.005198311872206635,-0.011553860372973832,-0.08804338963407364,0.017908075567755612,0.001600474256005624,-0.14635242197194165,-0.006763342907750054,-0.17579265147805326,-0.024551986192324987,-0.06952643161754152,-0.06907567359495806,0.004000731511848778,NaN,-0.06234713292979627,-0.06299023797999888,-0.002789489633797253,0.0021856667499850382,-0.025787197439758065,0.051188653202268376,-0.054584369655527314,0.05285468325806916,0,1,0,0,0,1,0,0
3,open,1.9770098821334774,2.308197185756593,4.1182799897920675e-32,-1.4134873732673193e-31,-2.0497546286494647e-32,2.6496166856992376e-31,6.04051782324938e-34,-8.820967714003334e-33,-1.057284453346194e-31,4.710012212826196e-33,-9.176810584530274e-34,0,-5.188821678429172e-32,4.7266231092445206e-34,5.870234437174691e-32,-3.0024900844999996e-032,2.9865608650877037e-32,1.571379534894913e-32,NaN,-4.8899894078596576e-33,7.852404049983368e-33,-3.314172377701968e-32,4.894282918138539e-33,2.026595136550467e-32,-1.2061154732487924e-32,-0.307362419954611,0.003115039735279806,0,1,0,1,0,0,0,0
4,open,6.071154021440425,3.438221180436327,0.01888130323291424,3.3855424354168457,-0.019395360976784782,-0.021464416027984507,-0.005081873510570019,-0.006529674192845908,-0.07266406556857341,-0.008403579519443259,0.006525685023937601,-0.38258681577665515,-5.3618425764300585e-6,-0.0657747114233568,0.09603530974866752,-0.04618039518475253,-0.04677723227689787,0.005004250823200991,NaN,-0.03905634499013718,-0.06299023797999888,-3.6056697153290837e-4,0.0044130178040715584,-0.014080229497301892,-1.6803118805981497e-4,74.02247807745866,-2.0819242494299317,0,1,0,0,0,1,0,0
7,open,0.7501563305132006,0.97653875819424385,0.12347424901562401,-0.03884665935918759,0.12882193029880346,7.119982042990237e-4,-0.02238101079354348,0.0012323734505727268,-0.7324201446225788,-0.09171858463959828,0.05868606377852081,0.07863589224106779,0.17988329850865237,0.012305640098903106,5.203112418205005,0.020423579647746156,0.016713366336563597,-0.05635434981906476,NaN,2.2262382422105023,9.382943654803478,-1.5893704070835613,-1.4907949745071685,0.029583454077390353,0.20477492910048944,-0.1097161529302417,-0.05886705192807729,0,1,0,1,0,0,0,0
9,open,-0.38577082168711674,-0.5936805159300201,-0.09840702109674168,-0.03884665935918759,-0.18077299661289375,-0.06924883323775113,-0.9974310118157671,6.626221724529149e-4,-0.23802637482711406,-0.009031634713700283,0.05091668603142464,-0.16993573879283821,0.11177761264852543,0.14340714279299524,-0.05415680716382489,-0.40904372863508764,-0.32489460990516367,-1.1522903391470032,NaN,-0.08282504023247404,-6.552032386006262e-5,-0.11932057304156223,-0.0252559907862058,-0.0012026715671564507,0.0013430674331921814,-0.026849422076522727,-0.47565305983848527,0,1,0,1,0,0,0,0
11,open,-0.030935793288571146,-0.001257939071925526,-0.310184874671075,-0.7137338186697583,-0.3136781456013445,-0.2125747486576992,-0.08851898428824558,0.19346362239221573,-0.7078539359459348,-0.009031634713700283,0.002899022869196728,-0.24697254340778915,0.007159428210113669,0.07887971524005297,-0.022777564236722447,-0.5096043544546789,-0.4836450945666613,-0.12603210023580919,NaN,-0.372323526635475,-0.0064669018830872055,-0.08515422842373331,-0.00486012557015557,-0.0030228782025091923,-0.9667434834576265,-0.04042217934664116,-0.15535217657385292,0,1,0,1,0,0,0,0
14,open,-0.21166250772740083,-0.5080568512459777,-0.08496275414030559,-0.2789111200529926,-0.09952450372915346,-0.06710460414142147,-0.00373575181396869,0.006522480880855333,0.04309070726481742,-0.20195199316510595,0.31913657705664894,0.01711507260875727,-0.01067883770460549,0.017323377284425557,0.4347659548629743,-0.11238867798488174,-0.11099431758600546,-0.09427310262313766,NaN,0.8422278154960225,0.6338047280332125,-0.46547133163134213,-0.19139315048538894,-1.3900273756756374,8.562508370692724e-4,-0.6338844476422879,1.8545307953620536,0,1,0,1,0,0,0,0
15,open,-0.012007022405652936,0.10149504542181535,0.0575265595099031,1.0787047125198221,-0.08346318854006676,-0.023287040353390638,-0.6523402269730729,6.2158036958890905,-0.00326842848444611,1.8071225801923514,-0.2632089292316967,0.0452466085864643,1.815515949750414,0.23847362598806313,-0.011807470856024653,-0.419026274820909,-0.3913677763264717,-0.06042056541993995,NaN,3.9454429139185843,14.116668904191226,-0.6633377625192453,-5.154920932249119,-6.287088216550005,-17.562004851232697,-0.1097161529302417,0.7908636602371895,0,1,0,1,0,0,0,0
16,open,0.8062309272370023,3.9094274042538415,-0.1707570781316776,-0.07207791428655792,-0.12264151146036144,-0.033778691205995956,0.03444827798429185,-0.28178686922731605,-0.6293703656586627,2.7672097955571084,0.14665591358754873,0.7213040381712109,0.7285086151190914,-0.07718070232474042,-0.15518401231192916,-0.5570239630452958,-0.5623362230719093,-1.3992869860236646e-4,NaN,-0.9022399847866523,-0.02819500596491439,-0.0010150864152446547,0.0044130178040715584,-0.08172939073031449,-1.6803118805981497e-4,-0.025097599029826393,0.21617536374879,0,1,0,0,0,1,0,0
17,open,-3.828913032684505,-0.01942497396435773,-1.2079340309751596,-1.0007904401868253,-0.3239330079142142,-0.3592690218682658,0.3256890655508686,-2.921309834107292,-1.1392240937857192,-0.2669100630031438,-0.8300464261071454,-0.43766596025117105,-0.0012333721081173956,0.11730156118065947,0.07307529227433679,-0.8937401592747252,-0.777978957869616,-0.07754784838028442,NaN,-0.3138853630161108,-1.611419210566541,-0.24511461483673205,-0.05539649992381553,-0.03435862494462318,-0.0347550955354722,-0.307362419954611,-0.03740780074661727,0,1,0,1,0,0,0,0
18,open,-0.012007022405652936,-1.847717468016018,1.023034196493265e-6,0.5006524608057236,-0.04053770714448836,-0.2416462256260944,-0.004710994230804866,0.17724399508227567,0.9436024483536899,-0.020698876027509798,0.08517184723489543,0.026239140588740564,0.0036729832227556628,0.013970630974152614,-0.9321781461004431,0.6680806396348214,0.867300919469416,-0.001316504117749726,NaN,-0.3150963472751915,-1.0050773221389275,0.1741793467167877,0.08343073895757377,2.235490411032905,0.0013430674331921814,-0.1097161529302417,-0.8246642689779818,0,1,0,1,0,0,0,0
19,open,16.241212321234695,7.371908163798263,51.50108194218998,-0.03440435395175913,57.02304916744739,48.98455288405537,0.0822313492259841,0.2294487445565216,7.8535822673737865,18.809269291238877,0.11310754791138473,0.997198955039756,16.290956192145625,2.254138466310036,-0.03808652464730112,21.98870255561537,20.282503865596393,1.2546511298879968,NaN,32.41792271066102,53.21202592321948,-2.52546659345928e-4,0.0044130178040715584,11.214219346450424,-1.6803118805981497e-4,2.588979840020985,-0.6091606939064507,0,1,0,0,0,1,0,0
22,open,-0.16804210188915816,-0.36653087047941385,-0.10290191173466573,-0.05157124453507071,-0.13582230346135896,-0.0924212348445577,-0.005082013744096906,0.047604399702588084,2.09990367371713,-0.008403579519443259,-0.016048085420157596,-0.04613849619362924,0.0027366092812403453,0.36482083282035055,1.3094517928743568,-0.20015532520300852,-0.13152397541138203,-0.0012315970414816901,NaN,17.24522518346721,34.668438672174226,-20.654049987662155,-14.929797682073419,-2.941497753894681,-1.6803118805981497e-4,-0.025097599029826393,0.009932113623264478,1,0,0,0,0,1,0,0
25,open,0.5397080267367953,0.6679735602420517,0.8714429120359621,-0.036953023591414204,1.3684584565814584,1.879723698961453,0.14773802919316043,0.08239507295404111,-1.1383100225679958,-1.0238268245856097,-0.7865630115728515,2.637603150395866,0.8547478736722933,18.924756118858227,0.6347941625989887,-3.82060534413147,-0.5778604187471765,-68.85321680181201,NaN,8.880404373791604,-0.004461825750906192,-1.085161708197041,-29.598478829075763,-0.22926756759186076,-0.018383608383925273,-0.047813222956579186,-0.4474189476282729,0,1,0,0,1,0,0,0
26,open,-0.05415961263191833,4.395442876154218,4.1182799897920675e-32,-1.4134873732673193e-31,-2.0497546286494647e-32,2.6496166856992376e-31,6.04051782324938e-34,-8.820967714003334e-33,-1.057284453346194e-31,4.710012212826196e-33,-9.176810584530274e-34,0,-5.188821678429172e-32,4.7266231092445206e-34,5.870234437174691e-32,-3.0024900844999996e-032,2.9865608650877037e-32,1.571379534894913e-32,NaN,-4.8899894078596576e-33,7.852404049983368e-33,-3.314172377701968e-32,4.894282918138539e-33,2.026595136550467e-32,-1.2061154732487924e-32,0.35836308363626823,-2.69365123472466,0,1,0,1,0,0,0,0
